5.4874e+14 0.5309 0.512138
6.931e+14 1.0842 1.10231
7.4307e+14 1.2734 1.3066
8.2193e+14 1.6598 1.629
9.6074e+14 2.19856 2.19649
1.184e+15 3.10891 3.10923
